STATE,STATENAME,ST_CASE,VEH_NO,PER_NO,PERSONRF,PERSONRFNAME
37,North Carolina,370097,1,1,0,None
37,North Carolina,370097,1,2,0,None
37,North Carolina,370097,1,3,0,None
37,North Carolina,370098,0,1,0,None
37,North Carolina,370098,1,1,0,None
37,North Carolina,370098,1,2,0,None
37,North Carolina,370099,0,1,0,None
37,North Carolina,370099,1,1,0,None
37,North Carolina,370100,1,1,0,None
37,North Carolina,370100,2,1,0,None
37,North Carolina,370100,2,2,0,None
37,North Carolina,370101,0,1,0,None
37,North Carolina,370101,1,1,0,None
37,North Carolina,370102,1,1,0,None
37,North Carolina,370102,2,1,0,None
37,North Carolina,370102,3,1,0,None
37,North Carolina,370102,3,2,0,None
37,North Carolina,370102,3,3,0,None
37,North Carolina,370103,1,1,0,None
37,North Carolina,370103,2,1,0,None
37,North Carolina,370104,1,1,0,None
37,North Carolina,370104,2,1,0,None
37,North Carolina,370105,1,1,0,None
37,North Carolina,370105,2,1,0,None
37,North Carolina,370106,1,1,0,None
37,North Carolina,370106,1,2,0,None
37,North Carolina,370106,1,3,0,None
37,North Carolina,370106,2,1,0,None
37,North Carolina,370107,0,1,0,None
37,North Carolina,370107,1,1,0,None
37,North Carolina,370107,1,2,0,None
37,North Carolina,370107,1,3,0,None
37,North Carolina,370107,1,4,0,None
37,North Carolina,370107,1,5,0,None
37,North Carolina,370108,0,1,0,None
37,North Carolina,370108,1,1,0,None
37,North Carolina,370109,1,1,0,None
37,North Carolina,370109,1,2,0,None
37,North Carolina,370109,1,3,0,None
37,North Carolina,370109,1,4,0,None
37,North Carolina,370109,2,1,0,None
37,North Carolina,370109,2,2,0,None
37,North Carolina,370110,1,1,0,None
37,North Carolina,370110,2,1,0,None
37,North Carolina,370111,0,1,0,None
37,North Carolina,370111,1,1,0,None
37,North Carolina,370112,1,1,0,None
37,North Carolina,370112,1,2,0,None
37,North Carolina,370112,2,1,0,None
37,North Carolina,370112,2,2,0,None
37,North Carolina,370112,2,3,0,None
37,North Carolina,370112,2,4,0,None
37,North Carolina,370112,2,5,0,None
37,North Carolina,370112,3,1,0,None
37,North Carolina,370113,1,1,0,None
37,North Carolina,370113,2,1,0,None
37,North Carolina,370113,3,1,0,None
37,North Carolina,370114,1,1,0,None
37,North Carolina,370115,1,1,0,None
37,North Carolina,370115,1,2,0,None
37,North Carolina,370116,1,1,0,None
37,North Carolina,370116,2,1,0,None
37,North Carolina,370117,1,1,0,None
37,North Carolina,370118,1,1,0,None
37,North Carolina,370119,0,1,0,None
37,North Carolina,370119,0,2,0,None
37,North Carolina,370119,1,1,0,None
37,North Carolina,370119,3,1,0,None
37,North Carolina,370120,1,1,0,None
37,North Carolina,370121,1,1,0,None
37,North Carolina,370122,1,1,0,None
37,North Carolina,370122,1,2,0,None
37,North Carolina,370123,1,1,0,None
37,North Carolina,370123,2,1,0,None
37,North Carolina,370123,2,2,0,None
37,North Carolina,370124,1,1,0,None
37,North Carolina,370125,0,1,0,None
37,North Carolina,370125,1,1,0,None
37,North Carolina,370126,1,1,0,None
37,North Carolina,370126,1,2,0,None
37,North Carolina,370126,2,1,0,None
37,North Carolina,370127,0,1,0,None
37,North Carolina,370127,1,1,0,None
37,North Carolina,370127,1,2,0,None
37,North Carolina,370128,1,1,0,None
37,North Carolina,370128,1,2,0,None
37,North Carolina,370128,2,1,0,None
37,North Carolina,370129,0,1,0,None
37,North Carolina,370129,1,1,0,None
37,North Carolina,370130,1,1,0,None
37,North Carolina,370131,1,1,0,None
37,North Carolina,370131,1,2,0,None
37,North Carolina,370131,1,3,0,None
37,North Carolina,370132,1,1,0,None
37,North Carolina,370132,2,1,0,None
37,North Carolina,370133,1,1,0,None
37,North Carolina,370133,2,1,0,None
37,North Carolina,370134,1,1,0,None
37,North Carolina,370134,2,1,0,None
37,North Carolina,370134,2,2,0,None
37,North Carolina,370135,1,1,0,None
37,North Carolina,370135,2,1,0,None
37,North Carolina,370136,1,1,0,None
37,North Carolina,370136,2,1,0,None
37,North Carolina,370137,1,1,0,None
37,North Carolina,370137,2,1,0,None
37,North Carolina,370137,2,2,0,None
37,North Carolina,370137,2,3,0,None
37,North Carolina,370138,1,1,0,None
37,North Carolina,370138,1,2,0,None
37,North Carolina,370138,1,3,0,None
37,North Carolina,370139,0,1,0,None
37,North Carolina,370139,0,2,0,None
37,North Carolina,370139,1,1,0,None
37,North Carolina,370140,1,1,0,None
37,North Carolina,370141,1,1,0,None
37,North Carolina,370141,1,2,0,None
37,North Carolina,370141,1,3,0,None
37,North Carolina,370141,2,1,0,None
37,North Carolina,370142,1,1,0,None
37,North Carolina,370143,1,1,0,None
37,North Carolina,370144,1,1,0,None
37,North Carolina,370144,2,1,0,None
37,North Carolina,370145,1,1,0,None
37,North Carolina,370145,1,2,0,None
37,North Carolina,370146,1,1,0,None
37,North Carolina,370146,2,1,0,None
37,North Carolina,370146,3,1,0,None
37,North Carolina,370146,4,1,0,None
37,North Carolina,370147,1,1,0,None
37,North Carolina,370148,1,1,0,None
37,North Carolina,370149,1,1,0,None
37,North Carolina,370149,1,2,0,None
37,North Carolina,370149,1,3,0,None
37,North Carolina,370149,1,4,0,None
37,North Carolina,370149,1,5,0,None
37,North Carolina,370149,1,6,0,None
37,North Carolina,370149,1,7,0,None
37,North Carolina,370149,1,8,0,None
37,North Carolina,370149,1,9,0,None
37,North Carolina,370149,1,10,0,None
37,North Carolina,370149,1,11,0,None
37,North Carolina,370149,1,12,0,None
37,North Carolina,370149,1,13,0,None
37,North Carolina,370149,1,14,0,None
37,North Carolina,370149,1,15,0,None
37,North Carolina,370149,1,16,0,None
37,North Carolina,370149,1,17,0,None
37,North Carolina,370149,1,18,0,None
37,North Carolina,370149,1,19,0,None
37,North Carolina,370149,1,20,0,None
37,North Carolina,370149,1,21,0,None
37,North Carolina,370149,1,22,0,None
37,North Carolina,370149,1,23,0,None
37,North Carolina,370149,1,24,0,None
37,North Carolina,370149,1,25,0,None
37,North Carolina,370149,1,26,0,None
37,North Carolina,370149,1,27,0,None
37,North Carolina,370149,2,1,0,None
37,North Carolina,370150,0,1,0,None
37,North Carolina,370150,1,1,0,None
37,North Carolina,370150,1,2,0,None
37,North Carolina,370151,0,1,0,None
37,North Carolina,370151,1,1,0,None
37,North Carolina,370152,1,1,0,None
37,North Carolina,370153,1,1,0,None
37,North Carolina,370153,1,2,0,None
37,North Carolina,370154,1,1,0,None
37,North Carolina,370154,1,2,0,None
37,North Carolina,370154,1,3,0,None
37,North Carolina,370155,0,1,97,"Transportation (i.e. maintenance workers, safety service patrol operators, etc.)"
37,North Carolina,370155,0,2,97,"Transportation (i.e. maintenance workers, safety service patrol operators, etc.)"
37,North Carolina,370155,0,3,97,"Transportation (i.e. maintenance workers, safety service patrol operators, etc.)"
37,North Carolina,370155,1,1,0,None
37,North Carolina,370155,3,1,97,"Transportation (i.e. maintenance workers, safety service patrol operators, etc.)"
37,North Carolina,370156,1,1,0,None
37,North Carolina,370156,2,1,0,None
37,North Carolina,370157,1,1,0,None
37,North Carolina,370158,1,1,0,None
37,North Carolina,370158,2,1,0,None
37,North Carolina,370158,2,2,0,None
37,North Carolina,370159,1,1,0,None
37,North Carolina,370160,1,1,0,None
37,North Carolina,370160,2,1,0,None
37,North Carolina,370161,1,1,0,None
37,North Carolina,370161,2,1,0,None
37,North Carolina,370162,1,1,0,None
37,North Carolina,370162,1,2,0,None
37,North Carolina,370162,2,1,0,None
37,North Carolina,370162,3,1,0,None
37,North Carolina,370162,3,2,0,None
37,North Carolina,370163,0,1,0,None
37,North Carolina,370163,1,1,0,None
37,North Carolina,370164,0,1,0,None
37,North Carolina,370164,0,2,87,Police or Law Enforcement Officer
37,North Carolina,370164,1,1,0,None
37,North Carolina,370165,1,1,0,None
37,North Carolina,370165,2,1,0,None
37,North Carolina,370166,1,1,0,None
37,North Carolina,370166,1,2,0,None
37,North Carolina,370166,2,1,0,None
37,North Carolina,370166,2,2,0,None
37,North Carolina,370167,0,1,0,None
37,North Carolina,370167,1,1,0,None
37,North Carolina,370168,1,1,0,None
37,North Carolina,370168,2,1,0,None
37,North Carolina,370169,1,1,0,None
37,North Carolina,370169,2,1,0,None
37,North Carolina,370169,3,1,0,None
37,North Carolina,370169,4,1,0,None
37,North Carolina,370170,0,1,0,None
37,North Carolina,370170,1,1,0,None
37,North Carolina,370171,1,1,0,None
37,North Carolina,370171,2,1,0,None
37,North Carolina,370171,3,1,0,None
37,North Carolina,370172,1,1,0,None
37,North Carolina,370173,1,1,0,None
37,North Carolina,370173,2,1,0,None
37,North Carolina,370174,1,1,0,None
37,North Carolina,370175,0,1,0,None
37,North Carolina,370175,1,1,0,None
37,North Carolina,370175,2,1,0,None
37,North Carolina,370176,1,1,0,None
37,North Carolina,370176,2,1,0,None
37,North Carolina,370177,1,1,0,None
37,North Carolina,370177,2,1,0,None
37,North Carolina,370178,1,1,0,None
37,North Carolina,370178,2,1,0,None
37,North Carolina,370179,0,1,0,None
37,North Carolina,370179,0,2,0,None
37,North Carolina,370179,1,1,0,None
37,North Carolina,370180,1,1,0,None
37,North Carolina,370181,1,1,0,None
37,North Carolina,370182,1,1,0,None
37,North Carolina,370182,2,1,0,None
37,North Carolina,370182,2,2,0,None
37,North Carolina,370183,1,1,0,None
37,North Carolina,370184,1,1,0,None
37,North Carolina,370184,1,2,0,None
37,North Carolina,370184,1,3,0,None
37,North Carolina,370184,2,1,0,None
37,North Carolina,370185,1,1,0,None
37,North Carolina,370186,2,1,0,None
37,North Carolina,370187,1,1,0,None
37,North Carolina,370187,2,1,0,None
37,North Carolina,370188,1,1,0,None
37,North Carolina,370188,2,1,0,None
37,North Carolina,370189,1,1,0,None
37,North Carolina,370190,1,1,0,None
37,North Carolina,370191,0,1,0,None
37,North Carolina,370191,1,1,0,None
37,North Carolina,370192,2,1,0,None
37,North Carolina,370193,1,1,0,None
37,North Carolina,370193,2,1,0,None
37,North Carolina,370193,2,2,0,None
37,North Carolina,370194,1,1,0,None
37,North Carolina,370194,2,1,0,None
37,North Carolina,370195,1,1,0,None
37,North Carolina,370196,1,1,0,None
37,North Carolina,370197,0,1,0,None
37,North Carolina,370197,1,1,0,None
37,North Carolina,370198,1,1,0,None
37,North Carolina,370199,0,1,9,Construction/Maintenance/Utility Worker
37,North Carolina,370199,1,1,0,None
37,North Carolina,370200,1,1,0,None
37,North Carolina,370200,1,2,0,None
37,North Carolina,370201,1,1,0,None
37,North Carolina,370202,1,1,0,None
37,North Carolina,370202,2,1,0,None
37,North Carolina,370203,1,1,0,None
37,North Carolina,370204,1,1,0,None
37,North Carolina,370205,1,1,0,None
37,North Carolina,370205,1,2,0,None
37,North Carolina,370205,1,3,0,None
37,North Carolina,370205,2,1,0,None
37,North Carolina,370206,0,1,0,None
37,North Carolina,370206,1,1,0,None
37,North Carolina,370206,1,2,0,None
37,North Carolina,370207,1,1,0,None
37,North Carolina,370207,1,2,0,None
37,North Carolina,370207,2,1,0,None
37,North Carolina,370208,1,1,0,None
37,North Carolina,370208,2,1,0,None
37,North Carolina,370209,1,1,0,None
37,North Carolina,370209,1,2,0,None
37,North Carolina,370209,2,1,0,None
37,North Carolina,370210,1,1,0,None
37,North Carolina,370211,1,1,0,None
37,North Carolina,370212,1,1,0,None
37,North Carolina,370212,1,2,0,None
37,North Carolina,370213,1,1,0,None
37,North Carolina,370214,0,1,0,None
37,North Carolina,370214,1,1,0,None
37,North Carolina,370215,1,1,0,None
37,North Carolina,370215,2,1,0,None
37,North Carolina,370215,2,2,0,None
37,North Carolina,370215,3,1,0,None
37,North Carolina,370216,0,1,0,None
37,North Carolina,370216,1,1,0,None
37,North Carolina,370217,1,1,0,None
37,North Carolina,370217,2,1,0,None
37,North Carolina,370217,2,2,0,None
37,North Carolina,370217,2,3,0,None
37,North Carolina,370218,1,1,0,None
37,North Carolina,370218,2,1,0,None
37,North Carolina,370219,1,1,0,None
37,North Carolina,370219,1,2,0,None
37,North Carolina,370220,1,1,0,None
37,North Carolina,370220,2,1,0,None
37,North Carolina,370220,2,2,0,None
37,North Carolina,370220,2,3,0,None
37,North Carolina,370220,3,1,0,None
37,North Carolina,370221,0,1,0,None
37,North Carolina,370221,1,1,0,None
37,North Carolina,370222,1,1,0,None
37,North Carolina,370223,1,1,0,None
37,North Carolina,370223,1,2,0,None
37,North Carolina,370223,2,1,0,None
37,North Carolina,370224,1,1,0,None
37,North Carolina,370224,1,2,0,None
37,North Carolina,370225,1,1,0,None
37,North Carolina,370225,2,1,0,None
37,North Carolina,370225,2,2,0,None
37,North Carolina,370226,1,1,0,None
37,North Carolina,370226,2,1,0,None
37,North Carolina,370226,2,2,0,None
37,North Carolina,370227,0,1,0,None
37,North Carolina,370227,1,1,0,None
37,North Carolina,370228,1,1,0,None
37,North Carolina,370229,1,1,0,None
37,North Carolina,370229,2,1,0,None
37,North Carolina,370230,1,1,0,None
37,North Carolina,370230,2,1,0,None
37,North Carolina,370230,2,2,0,None
37,North Carolina,370231,1,1,0,None
37,North Carolina,370232,0,1,0,None
37,North Carolina,370232,1,1,0,None
37,North Carolina,370233,1,1,0,None
37,North Carolina,370234,1,1,0,None
37,North Carolina,370234,2,1,0,None
37,North Carolina,370235,1,1,0,None
37,North Carolina,370235,1,2,0,None
37,North Carolina,370236,1,1,0,None
37,North Carolina,370236,2,1,0,None
37,North Carolina,370237,1,1,0,None
37,North Carolina,370237,1,2,0,None
37,North Carolina,370237,1,3,0,None
37,North Carolina,370238,1,1,0,None
37,North Carolina,370238,2,1,0,None
37,North Carolina,370238,2,2,0,None
37,North Carolina,370238,2,3,0,None
37,North Carolina,370238,2,4,0,None
37,North Carolina,370238,2,5,0,None
37,North Carolina,370238,2,6,0,None
37,North Carolina,370239,1,1,0,None
37,North Carolina,370239,1,2,0,None
37,North Carolina,370239,1,3,0,None
37,North Carolina,370239,1,4,0,None
37,North Carolina,370239,1,5,0,None
37,North Carolina,370240,1,1,0,None
37,North Carolina,370240,2,1,0,None
37,North Carolina,370241,1,1,0,None
37,North Carolina,370241,2,1,0,None
37,North Carolina,370242,1,1,0,None
37,North Carolina,370243,1,1,0,None
37,North Carolina,370243,1,2,0,None
37,North Carolina,370243,2,1,0,None
37,North Carolina,370244,1,1,0,None
37,North Carolina,370244,1,2,0,None
37,North Carolina,370244,1,3,0,None
37,North Carolina,370244,1,4,0,None
37,North Carolina,370244,2,1,0,None
37,North Carolina,370244,2,2,0,None
37,North Carolina,370245,1,1,0,None
37,North Carolina,370245,1,2,0,None
37,North Carolina,370245,2,1,0,None
37,North Carolina,370246,1,1,0,None
37,North Carolina,370246,2,1,0,None
37,North Carolina,370247,1,1,0,None
37,North Carolina,370247,2,1,0,None
37,North Carolina,370247,3,1,0,None
37,North Carolina,370247,3,2,0,None
37,North Carolina,370247,4,1,0,None
37,North Carolina,370247,4,2,0,None
37,North Carolina,370247,5,1,0,None
37,North Carolina,370247,5,2,0,None
37,North Carolina,370247,5,3,0,None
37,North Carolina,370247,5,4,0,None
37,North Carolina,370247,6,1,0,None
37,North Carolina,370247,7,1,0,None
37,North Carolina,370247,7,2,0,None
37,North Carolina,370247,8,1,0,None
37,North Carolina,370248,1,1,0,None
37,North Carolina,370248,2,1,0,None
37,North Carolina,370248,2,2,0,None
37,North Carolina,370248,3,1,0,None
37,North Carolina,370248,4,1,0,None
37,North Carolina,370248,5,1,0,None
37,North Carolina,370249,1,1,0,None
37,North Carolina,370249,2,1,0,None
37,North Carolina,370250,1,1,0,None
37,North Carolina,370250,2,1,0,None
37,North Carolina,370251,0,1,0,None
37,North Carolina,370251,1,1,0,None
37,North Carolina,370252,0,1,0,None
37,North Carolina,370252,1,1,0,None
37,North Carolina,370252,1,2,0,None
37,North Carolina,370252,2,1,0,None
37,North Carolina,370253,1,1,0,None
37,North Carolina,370253,1,2,0,None
37,North Carolina,370254,1,1,0,None
37,North Carolina,370254,2,1,0,None
37,North Carolina,370255,1,1,0,None
37,North Carolina,370256,1,1,0,None
37,North Carolina,370256,2,1,0,None
37,North Carolina,370257,1,1,0,None
37,North Carolina,370257,2,1,0,None
37,North Carolina,370258,0,1,0,None
37,North Carolina,370258,1,1,0,None
37,North Carolina,370259,1,1,0,None
37,North Carolina,370260,1,1,0,None
37,North Carolina,370260,1,2,0,None
37,North Carolina,370260,1,3,0,None
37,North Carolina,370260,1,4,0,None
37,North Carolina,370261,1,1,0,None
37,North Carolina,370261,2,1,0,None
37,North Carolina,370261,2,2,0,None
37,North Carolina,370262,1,1,0,None
37,North Carolina,370263,1,1,0,None
37,North Carolina,370264,0,1,0,None
37,North Carolina,370264,1,1,0,None
37,North Carolina,370265,1,1,0,None
37,North Carolina,370266,1,1,0,None
37,North Carolina,370266,2,1,0,None
37,North Carolina,370267,1,1,0,None
37,North Carolina,370268,1,1,0,None
37,North Carolina,370269,1,1,0,None
37,North Carolina,370270,1,1,0,None
37,North Carolina,370270,2,1,0,None
37,North Carolina,370270,2,2,0,None
37,North Carolina,370271,1,1,0,None
37,North Carolina,370272,1,1,0,None
37,North Carolina,370273,1,1,0,None
37,North Carolina,370274,1,1,0,None
37,North Carolina,370274,2,1,0,None
37,North Carolina,370275,0,1,0,None
37,North Carolina,370275,1,1,0,None
37,North Carolina,370276,1,1,0,None
37,North Carolina,370276,2,1,0,None
37,North Carolina,370276,3,1,0,None
37,North Carolina,370276,3,2,0,None
37,North Carolina,370277,1,1,0,None
37,North Carolina,370277,1,2,0,None
37,North Carolina,370278,1,1,0,None
37,North Carolina,370278,1,2,0,None
37,North Carolina,370278,2,1,0,None
37,North Carolina,370279,1,1,0,None
37,North Carolina,370279,2,1,0,None
37,North Carolina,370279,2,2,0,None
37,North Carolina,370280,1,1,0,None
37,North Carolina,370281,1,1,0,None
37,North Carolina,370281,2,1,0,None
37,North Carolina,370282,1,1,0,None
37,North Carolina,370282,2,1,0,None
37,North Carolina,370282,2,2,0,None
37,North Carolina,370282,2,3,0,None
37,North Carolina,370282,2,4,0,None
37,North Carolina,370282,2,5,0,None
37,North Carolina,370282,2,6,0,None
37,North Carolina,370282,3,1,0,None
37,North Carolina,370283,1,1,0,None
37,North Carolina,370283,2,1,0,None
37,North Carolina,370284,1,1,0,None
37,North Carolina,370284,2,1,0,None
37,North Carolina,370285,1,1,0,None
37,North Carolina,370286,1,1,0,None
37,North Carolina,370286,1,2,0,None
37,North Carolina,370286,2,1,0,None
37,North Carolina,370286,2,2,0,None
37,North Carolina,370287,1,1,0,None
37,North Carolina,370288,1,1,0,None
37,North Carolina,370289,1,1,0,None
37,North Carolina,370289,2,1,0,None
37,North Carolina,370289,2,2,0,None
37,North Carolina,370290,1,1,0,None
37,North Carolina,370291,1,1,0,None
37,North Carolina,370291,2,1,0,None
37,North Carolina,370291,2,2,0,None
37,North Carolina,370292,1,1,0,None
37,North Carolina,370293,0,1,0,None
37,North Carolina,370293,1,1,0,None
37,North Carolina,370294,1,1,0,None
37,North Carolina,370295,1,1,0,None
37,North Carolina,370295,1,2,0,None
37,North Carolina,370296,1,1,0,None
37,North Carolina,370297,1,1,0,None
37,North Carolina,370298,1,1,0,None
37,North Carolina,370298,2,1,0,None
37,North Carolina,370298,2,2,0,None
37,North Carolina,370298,2,3,0,None
37,North Carolina,370298,2,4,0,None
37,North Carolina,370298,2,5,0,None
37,North Carolina,370298,2,6,0,None
37,North Carolina,370298,2,7,0,None
37,North Carolina,370299,1,1,0,None
37,North Carolina,370299,2,1,0,None
37,North Carolina,370299,2,2,0,None
37,North Carolina,370300,1,1,0,None
37,North Carolina,370300,1,2,0,None
37,North Carolina,370300,2,1,0,None
37,North Carolina,370301,1,1,0,None
37,North Carolina,370301,2,1,0,None
37,North Carolina,370301,2,2,0,None
37,North Carolina,370301,3,1,0,None
37,North Carolina,370301,3,2,0,None
37,North Carolina,370301,3,3,0,None
37,North Carolina,370302,1,1,0,None
37,North Carolina,370303,1,1,0,None
37,North Carolina,370304,1,1,0,None
37,North Carolina,370304,1,2,0,None
37,North Carolina,370304,2,1,0,None
37,North Carolina,370305,1,1,0,None
37,North Carolina,370305,1,2,0,None
37,North Carolina,370306,1,1,0,None
37,North Carolina,370307,1,1,0,None
37,North Carolina,370308,1,1,0,None
37,North Carolina,370309,1,1,0,None
37,North Carolina,370309,2,1,0,None
37,North Carolina,370310,0,1,0,None
37,North Carolina,370310,1,1,0,None
37,North Carolina,370311,1,1,0,None
37,North Carolina,370312,0,1,0,None
37,North Carolina,370312,1,1,0,None
37,North Carolina,370313,1,1,0,None
37,North Carolina,370314,1,1,0,None
37,North Carolina,370314,2,1,0,None
37,North Carolina,370315,1,1,0,None
37,North Carolina,370315,1,2,0,None
37,North Carolina,370315,2,1,0,None
37,North Carolina,370315,2,2,0,None
37,North Carolina,370315,2,3,0,None
37,North Carolina,370316,1,1,0,None
37,North Carolina,370317,0,1,0,None
37,North Carolina,370317,1,1,0,None
37,North Carolina,370317,1,2,0,None
37,North Carolina,370318,1,1,0,None
37,North Carolina,370319,1,1,0,None
37,North Carolina,370319,2,1,0,None
37,North Carolina,370320,1,1,0,None
37,North Carolina,370320,1,2,0,None
37,North Carolina,370320,1,3,0,None
37,North Carolina,370321,1,1,0,None
37,North Carolina,370321,1,2,0,None
37,North Carolina,370321,2,1,0,None
37,North Carolina,370322,1,1,0,None
37,North Carolina,370322,2,1,0,None
37,North Carolina,370323,1,1,0,None
37,North Carolina,370324,1,1,0,None
37,North Carolina,370324,1,2,0,None
37,North Carolina,370324,2,1,0,None
37,North Carolina,370324,3,1,0,None
37,North Carolina,370324,3,2,0,None
37,North Carolina,370324,3,3,0,None
37,North Carolina,370325,1,1,0,None
37,North Carolina,370326,1,1,0,None
37,North Carolina,370326,2,1,0,None
37,North Carolina,370327,1,1,0,None
37,North Carolina,370327,2,1,0,None
37,North Carolina,370327,2,2,0,None
37,North Carolina,370328,1,1,0,None
37,North Carolina,370328,1,2,0,None
37,North Carolina,370328,1,3,0,None
37,North Carolina,370328,1,4,0,None
37,North Carolina,370328,2,1,0,None
37,North Carolina,370328,3,1,0,None
37,North Carolina,370329,1,1,0,None
37,North Carolina,370329,2,1,0,None
37,North Carolina,370329,2,2,0,None
37,North Carolina,370330,1,1,0,None
37,North Carolina,370331,1,1,0,None
37,North Carolina,370331,2,1,0,None
37,North Carolina,370331,2,2,0,None
37,North Carolina,370332,1,1,0,None
37,North Carolina,370332,2,1,0,None
37,North Carolina,370333,1,1,0,None
37,North Carolina,370334,1,1,0,None
37,North Carolina,370334,1,2,0,None
37,North Carolina,370334,1,3,0,None
37,North Carolina,370335,1,1,0,None
37,North Carolina,370336,1,1,0,None
37,North Carolina,370337,1,1,0,None
37,North Carolina,370337,1,2,0,None
37,North Carolina,370337,1,3,0,None
37,North Carolina,370338,1,1,0,None
37,North Carolina,370339,1,1,0,None
37,North Carolina,370339,1,2,0,None
37,North Carolina,370340,1,1,0,None
37,North Carolina,370340,1,2,0,None
37,North Carolina,370340,1,3,0,None
37,North Carolina,370340,2,1,0,None
37,North Carolina,370340,2,2,0,None
37,North Carolina,370341,1,1,0,None
37,North Carolina,370341,2,1,0,None
37,North Carolina,370341,2,2,0,None
37,North Carolina,370341,2,3,0,None
37,North Carolina,370342,1,1,0,None
37,North Carolina,370343,1,1,0,None
37,North Carolina,370343,2,1,0,None
37,North Carolina,370343,2,2,0,None
37,North Carolina,370344,1,1,0,None
37,North Carolina,370345,1,1,0,None
37,North Carolina,370345,1,2,0,None
37,North Carolina,370345,2,1,0,None
37,North Carolina,370346,1,1,0,None
37,North Carolina,370347,0,1,0,None
37,North Carolina,370347,1,1,0,None
37,North Carolina,370348,1,1,0,None
37,North Carolina,370348,1,2,0,None
37,North Carolina,370348,1,3,0,None
37,North Carolina,370349,1,1,0,None
37,North Carolina,370349,2,1,0,None
37,North Carolina,370350,1,1,0,None
37,North Carolina,370351,1,1,0,None
37,North Carolina,370351,2,1,0,None
37,North Carolina,370352,1,1,0,None
37,North Carolina,370353,1,1,0,None
37,North Carolina,370354,1,1,0,None
37,North Carolina,370355,1,1,0,None
37,North Carolina,370355,1,2,0,None
37,North Carolina,370355,1,3,0,None
37,North Carolina,370356,1,1,0,None
37,North Carolina,370356,2,1,0,None
37,North Carolina,370356,3,1,0,None
37,North Carolina,370356,3,2,0,None
37,North Carolina,370357,1,1,0,None
37,North Carolina,370358,1,1,0,None
37,North Carolina,370358,1,2,0,None
37,North Carolina,370358,1,3,0,None
37,North Carolina,370358,1,4,0,None
37,North Carolina,370358,2,1,0,None
37,North Carolina,370358,2,2,0,None
37,North Carolina,370359,0,1,0,None
37,North Carolina,370359,1,1,0,None
37,North Carolina,370360,0,1,0,None
37,North Carolina,370360,1,1,0,None
37,North Carolina,370361,1,1,0,None
37,North Carolina,370361,2,1,0,None
37,North Carolina,370362,0,1,0,None
37,North Carolina,370362,1,1,0,None
37,North Carolina,370363,1,1,0,None
37,North Carolina,370363,1,2,0,None
37,North Carolina,370363,1,3,0,None
37,North Carolina,370363,2,1,0,None
37,North Carolina,370364,1,1,0,None
37,North Carolina,370364,2,1,0,None
37,North Carolina,370365,1,1,0,None
37,North Carolina,370366,1,1,0,None
37,North Carolina,370367,1,1,0,None
37,North Carolina,370368,1,1,0,None
37,North Carolina,370368,1,2,0,None
37,North Carolina,370369,1,1,0,None
37,North Carolina,370369,2,1,0,None
37,North Carolina,370370,1,1,0,None
37,North Carolina,370370,1,2,0,None
37,North Carolina,370371,1,1,0,None
37,North Carolina,370372,0,1,0,None
37,North Carolina,370372,1,1,0,None
37,North Carolina,370373,1,1,0,None
37,North Carolina,370374,1,1,0,None
37,North Carolina,370374,1,2,0,None
37,North Carolina,370374,2,1,0,None
37,North Carolina,370375,1,1,0,None
37,North Carolina,370376,1,1,0,None
37,North Carolina,370376,2,1,0,None
37,North Carolina,370377,1,1,0,None
37,North Carolina,370377,1,2,0,None
37,North Carolina,370378,0,1,0,None
37,North Carolina,370378,0,2,0,None
37,North Carolina,370378,1,1,0,None
37,North Carolina,370378,1,2,0,None
37,North Carolina,370379,1,1,0,None
37,North Carolina,370380,1,1,0,None
37,North Carolina,370380,2,1,0,None
37,North Carolina,370380,2,2,0,None
37,North Carolina,370381,0,1,0,None
37,North Carolina,370381,1,1,0,None
37,North Carolina,370381,2,1,0,None
37,North Carolina,370382,1,1,0,None
37,North Carolina,370382,2,1,0,None
37,North Carolina,370383,1,1,0,None
37,North Carolina,370384,0,1,0,None
37,North Carolina,370384,1,1,0,None
37,North Carolina,370385,0,1,0,None
37,North Carolina,370385,1,1,0,None
37,North Carolina,370386,1,1,0,None
37,North Carolina,370386,2,1,0,None
37,North Carolina,370386,2,2,0,None
37,North Carolina,370387,1,1,0,None
37,North Carolina,370388,1,1,0,None
37,North Carolina,370388,2,1,0,None
37,North Carolina,370389,1,1,0,None
37,North Carolina,370389,2,1,0,None
37,North Carolina,370390,1,1,0,None
37,North Carolina,370390,2,1,0,None
37,North Carolina,370390,3,1,0,None
37,North Carolina,370391,1,1,0,None
37,North Carolina,370392,0,1,0,None
37,North Carolina,370392,1,1,0,None
37,North Carolina,370393,0,1,0,None
37,North Carolina,370393,1,1,0,None
37,North Carolina,370394,1,1,0,None
37,North Carolina,370395,1,1,0,None
37,North Carolina,370395,2,1,0,None
37,North Carolina,370396,1,1,0,None
37,North Carolina,370396,2,1,0,None
37,North Carolina,370396,2,2,0,None
37,North Carolina,370397,1,1,0,None
37,North Carolina,370397,1,2,0,None
37,North Carolina,370397,1,3,0,None
37,North Carolina,370397,1,4,0,None
37,North Carolina,370397,2,1,0,None
37,North Carolina,370398,1,1,0,None
37,North Carolina,370398,2,1,0,None
37,North Carolina,370399,0,1,0,None
37,North Carolina,370399,1,1,0,None
37,North Carolina,370400,1,1,0,None
