ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
450691,1,1,0,0,0,0,0,0,0,0,0,0
450692,1,1,0,0,0,0,0,0,0,0,0,0
450692,2,1,10,0,0,0,0,0,25,0,0,0
450693,1,1,0,0,0,0,0,0,0,0,0,0
450693,2,1,0,0,0,0,0,0,0,0,0,0
450694,1,1,0,0,0,0,0,0,0,0,0,0
450694,2,1,0,0,0,0,0,0,0,0,0,0
450695,1,1,0,0,0,0,0,0,0,0,0,0
450695,2,1,0,0,0,0,0,0,0,0,0,0
450696,1,1,0,0,0,0,0,0,0,0,0,0
450696,2,1,0,0,0,0,0,0,0,0,0,0
450696,3,1,0,0,0,0,0,0,0,0,0,0
450697,1,1,0,0,0,0,0,0,0,0,0,0
450697,2,1,0,0,0,0,0,0,0,0,0,0
450698,1,1,0,0,0,0,0,0,0,0,0,0
450698,2,1,0,0,0,0,0,0,0,0,0,0
450699,0,1,0,0,0,0,0,40,0,0,0,0
450699,1,1,0,0,0,3,0,0,0,0,0,0
450700,0,1,21,21,21,21,21,21,21,21,21,21
450700,1,1,0,0,0,0,0,0,0,0,0,0
450701,1,1,0,0,0,0,0,0,0,0,0,0
450701,2,1,0,0,0,0,0,0,0,0,0,0
450702,1,1,19,19,19,19,19,19,19,19,19,19
450702,2,1,0,0,0,0,0,0,0,0,0,0
450703,1,1,0,0,29,0,0,0,0,0,0,0
450704,1,1,16,16,16,16,16,16,16,16,16,16
450705,0,1,0,0,0,0,0,0,0,0,0,0
450705,1,1,12,0,22,0,0,11,0,0,0,0
450706,1,1,0,0,0,0,0,0,0,0,0,0
450706,2,1,0,0,0,0,0,0,0,0,0,0
450707,1,1,0,0,0,0,0,0,0,0,0,0
450707,2,1,0,0,0,0,0,0,0,0,0,0
450708,1,1,21,21,21,21,21,21,21,21,21,21
450709,1,1,0,0,0,0,0,0,0,0,0,0
450709,2,1,0,0,0,0,0,0,0,0,0,0
450710,1,1,0,0,0,0,0,0,0,0,0,0
450711,1,1,0,0,0,0,0,0,0,0,0,0
450711,2,1,0,0,0,0,0,0,0,0,0,0
450712,0,1,0,0,0,0,0,0,0,0,0,0
450712,1,1,0,0,0,18,0,0,0,0,0,0
450713,0,1,0,0,0,0,0,0,0,18,0,0
450713,1,1,0,0,0,0,0,0,0,0,0,0
450714,1,1,0,0,0,0,0,0,0,0,0,0
450715,1,1,22,23,0,0,0,22,0,0,0,27
450716,1,1,0,0,0,0,0,0,0,0,0,0
450717,1,1,0,0,0,0,0,0,0,0,0,0
450717,2,1,0,0,0,0,0,0,0,0,0,0
450718,1,1,0,0,0,0,0,0,0,0,0,0
450718,2,1,0,0,0,0,0,0,0,0,0,0
450719,1,1,0,0,0,0,0,0,0,0,0,0
450719,2,1,0,0,0,0,0,0,0,0,0,0
450720,1,1,8,8,8,8,8,8,8,8,8,8
450721,0,1,11,11,11,11,11,11,11,11,11,11
450721,1,1,0,0,0,0,0,0,0,0,0,0
450722,0,1,25,25,25,25,25,25,25,25,25,25
450722,1,1,12,0,0,0,10,0,0,0,0,0
450723,1,1,16,16,16,16,16,16,16,16,16,16
450724,0,1,0,0,0,0,0,0,0,0,0,0
450724,1,1,0,0,0,28,0,7,0,0,0,0
450724,2,1,0,0,0,0,0,0,0,0,0,0
450725,0,1,0,0,0,0,0,0,0,0,0,0
450725,1,1,20,20,20,20,20,20,20,20,20,20
450726,1,1,0,0,0,0,0,0,0,0,0,0
450726,2,1,0,0,5,0,0,0,0,0,0,0
450727,1,1,0,0,0,0,0,0,0,0,0,0
450728,1,1,6,6,6,6,6,6,6,6,6,6
450728,2,1,0,0,0,0,0,0,0,0,0,0
450729,0,1,0,0,0,0,0,0,0,0,0,0
450729,1,1,0,0,17,25,0,0,0,15,0,5
450730,1,1,0,0,0,0,0,0,0,0,0,0
450731,1,1,0,0,0,0,0,0,0,0,0,0
450732,0,1,0,0,0,0,0,0,0,0,0,0
450732,1,1,0,12,0,0,0,0,12,0,0,0
450733,0,1,13,13,13,13,13,13,13,13,13,13
450733,1,1,0,0,0,0,0,0,0,0,0,0
450734,0,1,0,0,0,0,0,0,0,0,0,0
450734,1,1,0,0,0,0,0,0,0,0,0,0
450735,0,1,2,2,2,2,2,2,2,2,2,2
450735,1,1,0,0,0,0,0,0,0,0,0,0
450736,1,1,0,0,0,0,0,0,23,0,0,11
450736,2,1,12,12,30,21,8,13,4,17,8,16
450737,1,1,0,0,0,0,0,0,0,0,0,0
450737,2,1,0,0,0,0,0,0,0,0,0,0
450738,1,1,0,0,0,0,0,0,0,0,0,0
450739,0,1,0,0,0,0,0,0,0,0,0,0
450739,1,1,17,0,0,0,0,0,0,0,0,0
450740,0,1,0,0,24,0,0,18,0,0,0,0
450740,1,1,0,0,0,18,0,0,0,0,0,0
450741,1,1,0,0,0,0,0,0,0,0,0,0
450741,2,1,1,1,1,1,1,1,1,1,1,1
450742,1,1,0,0,0,0,0,0,0,0,0,0
450743,0,1,0,0,0,0,0,0,0,0,0,0
450743,1,1,0,5,0,37,4,0,0,11,11,9
450744,1,1,0,0,0,0,0,0,0,0,0,0
450744,2,1,0,0,0,0,0,0,0,0,0,0
450744,3,1,0,0,0,0,0,0,0,0,0,0
450745,1,1,17,0,0,4,0,0,0,0,0,0
450745,2,1,0,0,0,0,0,0,0,0,0,0
450746,1,1,0,0,0,0,0,0,0,0,0,0
450746,2,1,0,0,0,0,0,0,0,0,0,0
450747,1,1,0,0,0,0,0,0,0,0,0,0
450747,2,1,0,0,0,0,0,0,0,0,0,0
450748,1,1,0,0,0,0,0,0,0,0,0,0
450749,1,1,5,5,5,5,5,5,5,5,5,5
450749,2,1,21,21,21,21,21,21,21,21,21,21
450750,1,1,0,9,0,0,0,0,0,0,0,17
450750,2,1,2,2,2,2,2,2,2,2,2,2
450751,0,1,24,24,24,24,24,24,24,24,24,24
450751,1,1,0,0,0,0,0,0,0,0,0,0
450752,1,1,0,0,0,0,0,23,0,0,0,0
450753,1,1,5,5,5,5,5,5,5,5,5,5
450754,1,1,24,24,24,24,24,24,24,24,24,24
450755,1,1,0,0,0,0,7,24,0,0,21,0
450756,1,1,6,6,6,6,6,6,6,6,6,6
450757,1,1,0,0,0,0,0,0,0,0,0,0
450757,2,1,0,0,0,0,0,0,0,0,0,0
450758,1,1,0,0,0,0,0,0,0,0,0,0
450758,2,1,0,0,0,0,0,0,0,0,0,0
450759,1,1,0,0,0,0,0,0,0,0,0,0
450759,2,1,0,0,0,0,0,0,0,0,0,0
450760,0,1,0,0,0,0,0,0,0,0,0,0
450760,1,1,0,0,0,14,0,0,0,0,0,0
450761,1,1,20,20,20,20,20,20,20,20,20,20
450762,1,1,0,0,0,0,0,0,0,0,0,0
450762,2,1,0,0,0,0,0,0,0,0,0,0
450763,1,1,0,0,0,0,0,0,0,0,0,0
450763,2,1,0,0,0,0,0,0,0,0,0,0
450764,1,1,0,0,0,0,0,0,0,0,0,0
450764,2,1,0,0,0,0,0,0,0,0,0,0
450765,1,1,0,0,0,0,0,0,0,0,0,0
450765,2,1,0,0,0,0,0,0,0,0,0,0
450766,1,1,9,0,0,0,0,0,0,0,0,0
450767,1,1,0,0,0,0,0,0,0,0,0,0
450767,2,1,0,0,0,0,0,0,0,0,0,0
450768,1,1,36,36,36,36,36,36,36,36,36,36
450769,1,1,23,23,23,23,23,23,23,23,23,23
450770,1,1,0,0,0,0,0,0,0,0,0,0
450770,2,1,0,0,0,0,0,0,0,0,0,0
450771,1,1,0,0,0,0,0,0,0,0,0,0
450772,1,1,0,0,0,0,0,0,0,0,0,0
450773,1,1,0,0,0,0,0,0,0,0,0,0
450773,2,1,13,13,13,13,13,13,13,13,13,13
450774,1,1,22,22,22,22,22,22,22,22,22,22
450775,0,1,0,0,0,0,0,0,0,0,0,0
450775,1,1,0,0,0,0,0,0,0,0,0,0
450776,1,1,0,0,0,0,0,0,0,0,0,0
450777,0,1,27,27,27,27,27,27,27,27,27,27
450777,1,1,0,9,0,0,0,0,0,0,0,0
450777,2,1,0,0,0,0,0,0,0,0,0,0
450778,1,1,0,0,0,0,0,0,0,0,0,0
450778,2,1,0,0,0,0,0,0,0,0,0,0
450778,3,1,0,0,0,0,0,0,0,0,0,0
450778,4,1,0,0,0,0,0,0,0,0,0,0
450779,0,1,27,27,27,27,27,27,27,27,27,27
450779,1,1,0,0,0,17,0,0,0,0,0,0
450779,2,1,0,0,0,0,0,0,0,0,0,0
450780,1,1,9,9,9,9,9,9,9,9,9,9
450781,0,1,22,22,22,22,22,22,22,22,22,22
450781,1,1,0,0,0,0,0,0,0,29,0,0
450782,1,1,0,0,0,0,0,0,0,0,0,0
450782,2,1,0,0,0,0,0,0,0,0,0,0
450782,3,1,0,0,0,0,0,0,0,25,0,0
450783,1,1,17,18,23,9,8,6,6,9,26,13
450784,1,1,22,22,22,22,22,22,22,22,22,22
450785,1,1,0,0,0,0,0,0,0,0,0,0
450786,1,1,0,0,0,0,0,0,0,0,0,0
450786,2,1,0,0,0,0,0,0,0,0,0,0
450787,1,1,16,0,0,0,0,0,0,8,0,0
450787,2,1,0,0,0,20,0,0,0,0,0,0
450788,1,1,15,15,15,15,15,15,15,15,15,15
450789,1,1,0,0,0,0,0,0,0,0,0,0
450789,2,1,0,0,0,0,0,0,0,6,0,0
450790,0,1,37,37,37,37,37,37,37,37,37,37
450790,1,1,0,0,0,0,0,0,0,0,0,0
450791,1,1,0,0,0,0,0,0,0,0,0,0
450791,2,1,0,0,0,0,0,0,0,0,0,0
450792,1,1,0,0,0,0,0,0,0,0,0,0
450792,2,1,31,31,31,31,31,31,31,31,31,31
450793,0,1,0,0,0,0,0,0,0,0,0,0
450793,1,1,25,20,14,0,8,0,0,0,0,0
450794,1,1,0,0,0,0,0,0,0,0,0,0
450795,1,1,0,0,0,0,0,0,0,0,0,0
450795,2,1,1,1,1,1,1,1,1,1,1,1
450796,1,1,0,0,0,0,0,0,0,0,0,0
450796,2,1,0,0,0,0,0,0,0,0,0,0
450797,1,1,0,0,0,0,0,0,0,0,0,0
450797,2,1,0,0,0,0,0,0,0,0,0,0
450798,0,1,31,31,31,31,31,31,31,31,31,31
450798,1,1,0,0,0,0,0,0,0,0,0,0
450799,0,1,0,0,0,0,0,0,0,0,0,0
450799,1,1,0,0,0,0,0,0,0,0,0,0
450800,1,1,0,12,0,0,0,0,0,7,0,12
450800,2,1,0,0,0,0,6,0,10,0,0,0
450801,1,1,24,24,24,24,24,24,24,24,24,24
450802,1,1,0,0,0,0,0,0,0,0,0,0
450802,2,1,0,0,0,0,0,0,0,0,0,0
450803,1,1,15,15,15,15,15,15,15,15,15,15
450804,0,1,0,0,0,0,0,0,0,0,0,0
450804,1,1,0,0,0,0,0,0,0,0,0,9
450805,1,1,34,9,14,14,5,34,27,30,15,22
450805,2,1,26,26,26,26,26,26,26,26,26,26
450806,1,1,16,0,0,0,0,13,19,20,0,0
450807,1,1,0,0,0,0,10,8,0,0,0,15
450807,2,1,0,0,0,0,0,0,0,0,0,0
450808,1,1,0,0,18,0,0,17,0,0,0,0
450808,2,1,0,0,0,0,0,0,0,0,0,0
450809,1,1,17,17,17,17,17,17,17,17,17,17
450810,1,1,7,7,7,7,7,7,7,7,7,7
450810,2,1,3,3,3,3,3,3,3,3,3,3
450811,1,1,0,0,0,0,0,0,0,0,0,0
450811,2,1,0,0,0,0,0,0,0,0,0,0
450811,3,1,0,0,0,0,0,0,0,0,0,0
450811,4,1,0,0,0,0,0,0,0,0,0,0
450811,5,1,0,0,0,0,0,0,0,0,0,0
450811,6,1,0,0,0,0,0,0,0,0,0,0
450811,7,1,27,0,0,0,0,0,0,0,0,0
450812,1,1,0,0,0,0,0,0,0,0,0,0
450812,2,1,0,0,0,0,0,0,0,0,0,0
450812,3,1,0,0,0,0,0,0,0,0,0,0
450813,1,1,15,9,0,15,0,17,9,10,25,22
450814,1,1,0,0,0,0,0,0,0,0,0,0
450814,2,1,17,17,17,17,17,17,17,17,17,17
450815,1,1,0,0,0,0,0,0,0,0,0,0
450815,2,1,0,13,0,0,0,27,14,0,0,0
450816,1,1,10,10,10,10,10,10,10,10,10,10
450816,2,1,0,0,0,0,0,0,0,0,0,0
450817,1,1,0,0,0,0,0,0,0,0,0,0
450817,2,1,0,0,0,0,0,0,0,0,0,0
450818,1,1,0,0,0,0,0,0,0,0,0,0
450818,2,1,0,0,0,0,0,14,0,0,20,0
450819,1,1,0,0,0,0,0,0,0,0,0,0
450819,2,1,0,0,0,0,0,0,0,0,0,0
450820,1,1,0,0,0,0,0,0,0,0,0,0
450821,1,1,0,0,0,0,0,0,0,0,0,0
450821,2,1,0,0,0,0,0,0,0,0,0,0
450822,1,1,30,30,30,30,30,30,30,30,30,30
450823,1,1,0,0,0,0,0,0,0,0,0,0
450823,2,1,0,15,0,0,0,0,0,0,0,0
450824,1,1,0,0,0,0,0,0,0,0,0,0
450824,2,1,0,0,0,0,0,0,0,0,0,0
450825,1,1,9,9,9,9,9,9,9,9,9,9
450826,1,1,0,0,0,0,0,0,0,0,0,0
450826,2,1,0,0,0,0,0,0,0,0,0,0
450826,3,1,0,0,10,0,0,0,0,0,0,9
450827,1,1,21,21,21,21,21,21,21,21,21,21
450828,1,1,13,13,13,13,13,13,13,13,13,13
450828,2,1,0,25,0,0,0,0,0,0,0,0
450829,1,1,14,14,14,14,14,14,14,14,14,14
450830,1,1,0,0,0,0,0,0,0,0,0,0
450830,2,1,0,0,0,0,0,0,0,0,0,0
450830,3,1,0,0,0,0,0,0,0,0,0,0
450830,4,1,0,0,0,0,0,0,0,0,0,0
450831,1,1,0,0,0,0,0,0,0,0,0,0
450831,2,1,0,0,0,0,0,0,0,0,0,0
450832,1,1,23,23,23,23,23,23,23,23,23,23
450833,1,1,0,0,0,0,0,0,0,0,0,0
450833,2,1,0,0,0,0,0,0,0,0,0,0
450834,1,1,9,20,29,17,25,18,28,0,17,20
450835,1,1,10,10,10,10,10,10,10,10,10,10
450835,2,1,0,21,0,0,0,16,0,0,0,0
450836,1,1,28,0,0,0,0,0,0,0,21,0
450836,2,1,4,4,4,4,4,4,4,4,4,4
450837,1,1,20,8,19,21,11,0,0,18,0,16
450837,2,1,0,0,0,0,0,0,0,0,0,0
450838,0,1,0,0,0,0,0,0,0,0,0,0
450838,1,1,0,0,0,0,0,15,0,0,0,0
450839,1,1,22,0,0,0,0,0,0,0,0,0
450840,0,1,15,15,15,15,15,15,15,15,15,15
450840,1,1,0,0,0,0,0,0,0,0,0,0
450841,0,1,0,0,0,0,0,15,0,0,0,24
450841,1,1,0,0,0,0,0,0,0,30,4,0
450842,1,1,11,11,11,11,11,11,11,11,11,11
450843,0,1,0,0,0,0,0,0,0,0,0,0
450843,1,1,0,0,0,0,0,0,0,0,0,0
450844,0,1,0,0,0,0,0,0,0,0,0,0
450844,1,1,14,0,0,0,0,0,0,0,0,0
450845,1,1,0,0,0,0,0,0,0,0,0,0
450845,2,1,0,0,0,0,0,0,0,0,0,0
450846,1,1,0,0,0,0,0,0,0,0,0,0
450847,1,1,0,0,0,0,0,0,0,0,0,0
450847,2,1,0,0,0,0,0,0,0,0,0,0
450848,1,1,0,0,0,0,0,0,0,0,0,0
450849,0,1,14,14,14,14,14,14,14,14,14,14
450849,1,1,0,0,0,0,0,0,0,0,0,16
450850,1,1,0,0,0,0,0,0,0,0,0,0
450850,2,1,0,0,0,0,0,0,0,0,0,0
450851,0,1,0,0,0,0,0,0,9,0,0,0
450851,1,1,0,0,0,0,16,0,0,0,0,0
450852,1,1,0,0,0,0,0,0,0,0,0,0
450852,2,1,0,0,0,0,0,0,0,0,0,0
450852,3,1,11,11,11,11,11,11,11,11,11,11
450853,1,1,18,18,18,18,18,18,18,18,18,18
450854,1,1,0,0,0,0,0,0,0,0,0,0
450855,1,1,10,10,10,10,10,10,10,10,10,10
450856,1,1,0,0,0,0,0,0,0,0,0,0
450857,1,1,0,0,8,0,0,0,0,0,0,0
450857,2,1,0,0,0,0,0,0,0,0,0,0
450858,1,1,0,0,0,0,8,13,0,0,0,0
450858,2,1,21,21,21,21,21,21,21,21,21,21
450859,1,1,0,0,0,0,0,0,0,0,0,0
450860,1,1,19,19,19,19,19,19,19,19,19,19
450861,1,1,4,4,4,4,4,4,4,4,4,4
450862,1,1,0,0,0,0,0,0,0,0,0,0
450862,2,1,0,0,0,0,0,0,0,0,0,0
450863,1,1,0,0,0,0,0,0,0,0,0,0
450864,1,1,0,0,0,0,0,0,0,0,0,0
450864,2,1,0,0,0,0,0,0,0,0,0,0
450865,1,1,11,0,0,0,0,0,0,0,0,0
450865,2,1,0,0,0,0,0,0,0,0,0,0
450866,1,1,28,28,28,28,28,28,28,28,28,28
450867,0,1,0,0,0,0,0,9,0,0,0,0
450867,1,1,0,0,0,0,0,0,0,0,0,0
450868,0,1,0,17,0,0,0,0,0,0,0,0
450868,1,1,0,0,0,0,0,0,0,0,24,0
450869,1,1,0,0,0,0,0,0,0,0,0,0
450869,2,1,16,14,17,0,14,17,12,23,28,30
450870,0,1,17,17,17,17,17,17,17,17,17,17
450870,1,1,0,0,0,0,0,0,0,0,0,0
450871,0,1,30,30,30,30,30,30,30,30,30,30
450871,1,1,0,0,0,0,0,0,0,0,0,0
450872,0,1,39,39,39,39,39,39,39,39,39,39
450872,1,1,0,0,0,0,0,0,0,0,0,0
450873,0,1,0,0,0,0,0,0,10,0,20,0
450873,1,1,0,0,0,0,0,22,0,0,0,0
450874,1,1,4,4,4,4,4,4,4,4,4,4
450875,1,1,0,0,0,0,0,0,0,0,0,0
450875,2,1,0,0,0,0,0,0,0,14,13,0
450876,1,1,20,20,20,20,20,20,20,20,20,20
450877,1,1,0,0,0,0,0,0,0,0,0,0
450878,0,1,0,0,0,0,0,0,0,0,0,0
450878,1,1,0,0,0,0,0,0,0,0,6,0
450878,2,1,0,0,0,0,0,0,19,0,0,0
450879,1,1,0,0,0,0,0,0,0,0,0,0
450879,2,1,0,0,0,0,0,0,0,0,0,0
450880,1,1,0,0,0,0,0,0,0,0,0,0
450880,2,1,0,0,0,0,0,0,0,0,0,0
450881,1,1,0,0,0,0,0,0,0,0,0,0
450882,1,1,0,0,0,0,0,0,0,0,14,0
450883,1,1,0,0,0,0,0,0,0,0,0,0
450883,2,1,0,0,0,0,0,0,0,0,0,0
450883,3,1,0,0,0,0,0,0,0,0,0,0
450884,0,1,0,0,0,0,0,0,0,0,0,0
450884,1,1,0,0,0,0,0,0,0,0,31,0
450885,0,1,17,17,17,17,17,17,17,17,17,17
450885,1,1,0,0,0,0,0,11,0,0,0,9
450886,1,1,0,0,0,0,0,0,0,0,0,0
450886,2,1,0,0,0,0,0,0,0,0,0,0
450887,1,1,14,14,14,14,14,14,14,14,14,14
450888,0,1,0,0,0,0,0,0,0,0,0,0
450888,1,1,0,0,0,0,0,0,0,0,0,0
450889,1,1,0,0,25,33,0,0,0,0,0,0
450890,0,1,29,0,0,0,0,0,0,0,0,0
450890,1,1,0,0,18,0,0,0,18,0,0,0
450891,1,1,0,0,0,0,0,0,0,0,0,0
450892,1,1,0,0,0,0,0,0,0,0,0,0
450892,2,1,0,0,0,0,0,0,0,0,0,0
450893,1,1,0,0,0,0,0,0,0,0,0,0
450893,2,1,0,0,0,0,0,0,0,0,0,0
450894,1,1,0,0,0,0,0,0,0,0,0,0
450895,1,1,0,0,0,0,0,0,0,0,0,0
450896,1,1,0,0,0,0,0,0,0,0,0,0
450897,1,1,0,0,0,0,0,0,0,0,0,0
450898,0,1,25,25,25,25,25,25,25,25,25,25
450898,1,1,0,0,0,0,0,0,0,0,0,0
450899,1,1,0,0,0,0,0,0,0,0,0,0
450900,1,1,0,0,0,0,0,0,0,0,0,0
450901,1,1,15,15,15,15,15,15,15,15,15,15
450902,1,1,19,11,12,31,13,30,23,17,7,21
450903,1,1,20,20,20,20,20,20,20,20,20,20
450904,1,1,0,9,0,0,13,0,0,0,0,0
450905,0,1,0,0,0,0,0,0,0,0,0,0
450905,1,1,0,0,0,0,0,0,0,0,0,0
450906,1,1,0,0,0,0,0,0,0,0,0,0
450906,2,1,0,0,0,0,0,0,0,0,0,0
450907,1,1,0,0,0,0,0,0,0,0,0,0
450907,2,1,0,0,0,12,0,0,0,0,0,0
450908,1,1,0,0,0,0,0,0,0,0,0,0
450909,1,1,20,20,20,20,20,20,20,20,20,20
450910,1,1,0,0,0,0,0,0,0,0,0,0
450910,2,1,18,18,18,18,18,18,18,18,18,18
450911,1,1,8,8,8,8,8,8,8,8,8,8
450912,1,1,0,0,0,0,0,0,0,0,0,0
450913,1,1,0,0,0,0,0,0,0,0,0,0
450913,2,1,0,0,0,0,0,0,0,0,0,0
450913,3,1,13,0,11,40,5,22,12,0,26,0
450914,1,1,0,0,0,0,0,0,0,0,0,0
450914,2,1,0,0,0,0,0,0,0,0,0,0
450915,1,1,0,0,0,0,0,0,0,0,0,0
450915,2,1,0,0,0,0,0,0,0,0,0,0
450916,1,1,20,20,20,20,20,20,20,20,20,20
450917,1,1,0,0,0,0,0,0,0,0,0,0
450918,1,1,0,0,0,0,0,0,0,0,0,0
450918,2,1,0,0,0,0,0,0,0,0,0,0
450918,3,1,0,0,0,0,0,0,0,0,0,0
450918,4,1,0,0,0,0,0,0,0,0,0,0
450918,5,1,0,0,0,9,0,0,0,0,0,0
450918,6,1,0,0,0,0,0,0,0,0,0,0
450918,7,1,0,0,0,0,0,0,0,0,0,0
450919,1,1,0,0,0,0,0,0,0,0,0,0
450919,2,1,0,0,15,0,0,0,0,0,19,0
450919,3,1,0,0,0,0,0,0,0,0,0,0
450919,4,1,29,0,16,0,0,0,0,0,0,0
450919,5,1,0,0,0,0,0,0,0,0,0,0
450920,1,1,22,22,22,22,22,22,22,22,22,22
450920,2,1,0,0,0,0,0,0,0,0,18,0
450921,0,1,0,0,0,0,0,0,0,0,0,0
450921,1,1,11,0,0,25,0,0,0,0,15,0
450922,0,1,30,30,30,30,30,30,30,30,30,30
450922,1,1,0,0,0,0,0,0,0,0,0,0
450923,1,1,0,0,0,0,0,0,0,0,0,0
450923,2,1,0,0,0,0,0,0,0,0,0,0
450923,3,1,0,0,0,0,0,0,0,0,0,0
450924,0,1,0,0,0,0,0,0,0,0,0,0
450924,1,1,0,10,7,21,19,25,31,0,8,14
450924,3,1,0,0,0,0,0,0,0,0,0,0
450925,0,1,18,18,18,18,18,18,18,18,18,18
450925,1,1,0,0,0,0,0,0,0,0,0,0
450926,1,1,0,0,0,0,0,0,0,0,0,7
450926,2,1,0,0,0,0,0,0,0,0,0,0
450927,1,1,19,19,19,19,19,19,19,19,19,19
450928,1,1,38,38,38,38,38,38,38,38,38,38
450929,1,1,0,0,0,0,0,0,0,0,0,0
450929,2,1,0,0,0,0,0,0,0,0,0,0
450930,1,1,12,12,12,12,12,12,12,12,12,12
450930,2,1,0,0,0,0,0,0,0,0,0,0
450931,1,1,0,0,0,0,0,0,0,0,0,0
450931,2,1,0,0,0,0,0,0,23,0,0,0
450932,1,1,0,0,0,0,0,0,0,0,0,0
450932,2,1,0,0,0,0,0,0,0,0,0,0
450932,3,1,0,0,0,0,0,0,0,0,0,0
450932,4,1,0,0,0,0,0,0,0,0,0,0
450933,0,1,0,0,0,0,0,0,0,0,0,0
450933,2,1,0,0,0,0,0,0,0,0,0,0
450934,1,1,11,11,11,11,11,11,11,11,11,11
450935,1,1,9,9,9,9,9,9,9,9,9,9
450936,1,1,0,0,0,0,0,0,0,0,0,0
450937,1,1,0,0,0,0,0,0,0,0,0,0
450937,2,1,0,0,0,15,0,0,0,0,0,0
450937,3,1,0,0,0,0,0,0,0,0,0,0
450938,1,1,0,0,0,0,0,0,0,0,0,0
450938,2,1,14,14,14,14,14,14,14,14,14,14
450939,0,1,0,0,0,0,0,0,0,0,0,0
450939,1,1,0,0,0,0,0,20,0,0,0,0
450940,1,1,7,7,7,7,7,7,7,7,7,7
450941,1,1,0,0,0,0,0,0,0,0,0,0
450941,2,1,3,0,0,0,0,0,0,0,0,0
450942,1,1,0,0,0,0,0,0,0,0,0,0
450942,2,1,0,0,0,0,0,0,0,0,0,0
450943,1,1,0,0,0,0,0,0,0,0,0,0
450944,1,1,0,0,0,0,0,0,0,0,0,0
450944,2,1,0,0,0,0,0,0,0,0,0,0
450945,0,1,0,0,0,0,0,0,0,0,0,0
450945,1,1,0,0,0,0,0,0,0,0,0,0
450945,2,1,9,0,0,20,0,0,10,0,0,0
450946,1,1,0,0,0,0,0,19,5,0,0,0
450947,1,1,10,10,10,10,10,10,10,10,10,10
450948,1,1,0,0,0,0,0,0,0,0,0,0
450948,2,1,1,1,1,1,1,1,1,1,1,1
450949,1,1,30,11,16,18,0,32,16,27,13,14
450949,2,1,0,0,0,0,0,0,0,0,0,0
450949,3,1,0,0,0,0,0,0,0,0,0,0
450949,4,1,23,14,33,0,0,23,15,0,8,0
450950,0,1,25,25,25,25,25,25,25,25,25,25
450950,1,1,0,6,0,0,0,0,0,0,0,0
450951,1,1,0,0,0,0,0,13,0,0,0,17
450952,1,1,0,0,0,0,0,0,0,0,0,0
450953,0,1,0,0,0,0,0,0,0,0,0,0
450953,1,1,0,0,0,0,0,0,0,0,0,0
450954,0,1,0,0,0,0,0,0,0,0,0,0
450954,1,1,0,0,0,0,0,0,0,0,37,17
450955,1,1,0,0,0,0,0,0,0,0,0,0
450956,1,1,0,0,0,0,0,0,0,0,0,0
450956,2,1,0,0,0,0,0,0,0,0,0,0
450957,1,1,0,0,0,0,0,0,0,0,0,0
450958,0,1,0,0,0,0,28,0,0,0,0,0
450958,1,1,0,0,0,0,0,0,0,0,0,0
450959,0,1,0,0,0,0,0,0,0,0,0,0
450959,1,1,0,0,0,0,0,9,0,0,0,0
450960,0,1,0,0,0,0,0,0,0,0,0,0
450960,1,1,0,0,0,0,0,0,0,0,0,0
450961,1,1,0,0,0,0,0,0,0,0,0,0
450961,2,1,0,0,0,0,0,0,0,0,0,0
450962,1,1,0,0,0,0,0,0,0,0,0,0
450962,2,1,0,0,0,0,0,0,0,0,0,0
450963,1,1,11,0,0,0,0,0,0,0,0,0
450963,2,1,0,0,0,0,0,0,0,0,0,0
450964,0,1,4,0,0,0,0,0,14,0,0,0
450964,1,1,0,0,0,0,0,0,0,0,8,0
450965,1,1,0,0,0,0,0,0,0,0,0,0
450966,1,1,0,0,0,0,0,0,0,0,0,0
450966,2,1,0,0,0,0,0,0,0,0,0,0
450967,1,1,2,2,2,2,2,2,2,2,2,2
450968,1,1,0,0,0,0,0,0,0,0,0,0
450969,1,1,0,0,0,0,0,0,0,0,0,0
450969,2,1,0,0,0,0,0,0,0,0,0,0
450970,0,1,0,0,0,0,0,0,0,24,9,0
450970,2,1,0,0,0,0,0,0,0,0,0,0
450971,1,1,0,0,0,0,0,0,0,0,0,0
450971,2,1,17,6,18,18,13,0,26,7,17,20
450971,3,1,0,0,0,0,0,0,0,0,0,0
460001,1,1,0,0,0,0,0,0,0,0,0,0
460001,2,1,0,0,0,0,0,0,0,0,0,0
460002,1,1,0,0,0,0,0,0,0,0,0,0
460002,2,1,0,0,0,0,0,0,0,0,0,0
460003,1,1,11,11,11,11,11,11,11,11,11,11
460004,0,1,0,0,23,22,0,0,0,0,0,0
460004,1,1,0,0,0,0,0,0,0,0,0,0
460005,1,1,0,0,0,0,0,0,0,0,0,0
460005,2,1,0,0,0,0,0,0,0,0,0,0
460006,1,1,31,31,31,31,31,31,31,31,31,31
460007,1,1,23,23,23,23,23,23,23,23,23,23
460008,1,1,11,11,11,11,11,11,11,11,11,11
460009,1,1,16,16,16,16,16,16,16,16,16,16
460010,1,1,0,0,0,0,0,0,0,0,0,0
460011,1,1,16,16,16,16,16,16,16,16,16,16
460012,1,1,0,0,0,0,0,0,0,0,0,0
