STATE,STATENAME,ST_CASE,VEH_NO,PER_NO,NMCC,NMCCNAME
28,Mississippi,280648,0,1,0,None Noted
28,Mississippi,280654,0,1,9,Wrong-Way Riding or Walking
28,Mississippi,280655,0,1,9,Wrong-Way Riding or Walking
28,Mississippi,280673,0,1,2,Failure to Yield Right-Of-Way
28,Mississippi,280673,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
28,Mississippi,280678,0,1,2,Failure to Yield Right-Of-Way
28,Mississippi,280678,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
28,Mississippi,280680,0,1,2,Failure to Yield Right-Of-Way
28,Mississippi,280681,0,1,2,Failure to Yield Right-Of-Way
28,Mississippi,280692,0,1,2,Failure to Yield Right-Of-Way
28,Mississippi,280694,0,1,2,Failure to Yield Right-Of-Way
28,Mississippi,280697,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290006,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290006,0,1,11,"Dash - Run, No Visual Obstruction Noted"
29,Missouri,290006,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290014,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290014,0,1,6,"Inattentive (Talking, Eating, Etc.)"
29,Missouri,290014,0,2,6,"Inattentive (Talking, Eating, Etc.)"
29,Missouri,290014,0,3,6,"Inattentive (Talking, Eating, Etc.)"
29,Missouri,290015,0,1,0,None Noted
29,Missouri,290030,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290030,0,1,11,"Dash - Run, No Visual Obstruction Noted"
29,Missouri,290030,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290030,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
29,Missouri,290034,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290034,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290036,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290045,0,1,99,Reported as Unknown
29,Missouri,290045,0,2,6,"Inattentive (Talking, Eating, Etc.)"
29,Missouri,290049,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290049,0,1,11,"Dash - Run, No Visual Obstruction Noted"
29,Missouri,290049,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290049,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
29,Missouri,290064,0,1,0,None Noted
29,Missouri,290071,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290071,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
29,Missouri,290074,0,1,1,Dart-Out - Visual Obstruction Noted
29,Missouri,290074,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290074,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290075,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
29,Missouri,290089,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290093,0,1,6,"Inattentive (Talking, Eating, Etc.)"
29,Missouri,290093,0,1,11,"Dash - Run, No Visual Obstruction Noted"
29,Missouri,290097,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290109,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290109,0,1,11,"Dash - Run, No Visual Obstruction Noted"
29,Missouri,290109,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290109,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
29,Missouri,290119,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290119,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290138,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290138,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290140,0,1,6,"Inattentive (Talking, Eating, Etc.)"
29,Missouri,290142,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290142,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290147,0,1,0,None Noted
29,Missouri,290159,0,1,13,Failing to Have Lights on When Required
29,Missouri,290166,0,1,9,Wrong-Way Riding or Walking
29,Missouri,290172,0,1,21,Other (Specify:)
29,Missouri,290173,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290173,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290173,0,2,2,Failure to Yield Right-Of-Way
29,Missouri,290173,0,2,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290187,0,1,99,Reported as Unknown
29,Missouri,290195,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290195,0,1,6,"Inattentive (Talking, Eating, Etc.)"
29,Missouri,290199,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290199,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290210,0,1,0,None Noted
29,Missouri,290211,0,1,99,Reported as Unknown
29,Missouri,290227,0,1,0,None Noted
29,Missouri,290228,0,1,99,Reported as Unknown
29,Missouri,290236,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290237,0,1,99,Reported as Unknown
29,Missouri,290239,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290239,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290244,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290244,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290244,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
29,Missouri,290251,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290271,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290271,0,1,11,"Dash - Run, No Visual Obstruction Noted"
29,Missouri,290271,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290282,0,1,0,None Noted
29,Missouri,290318,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290318,0,1,21,Other (Specify:)
29,Missouri,290329,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290329,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
29,Missouri,290339,0,1,0,None Noted
29,Missouri,290341,0,1,9,Wrong-Way Riding or Walking
29,Missouri,290345,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290345,0,1,11,"Dash - Run, No Visual Obstruction Noted"
29,Missouri,290357,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290357,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290358,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290358,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290371,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290371,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290376,0,1,1,Dart-Out - Visual Obstruction Noted
29,Missouri,290381,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290389,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290392,0,1,9,Wrong-Way Riding or Walking
29,Missouri,290392,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
29,Missouri,290409,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290409,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290409,0,1,21,Other (Specify:)
29,Missouri,290409,0,2,2,Failure to Yield Right-Of-Way
29,Missouri,290409,0,2,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290411,0,1,21,Other (Specify:)
29,Missouri,290416,0,1,99,Reported as Unknown
29,Missouri,290420,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290422,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290422,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290426,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290426,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
29,Missouri,290428,0,1,0,None Noted
29,Missouri,290428,0,2,0,None Noted
29,Missouri,290428,0,3,0,None Noted
29,Missouri,290438,0,1,99,Reported as Unknown
29,Missouri,290439,0,1,99,Reported as Unknown
29,Missouri,290440,0,1,0,None Noted
29,Missouri,290450,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290452,0,1,21,Other (Specify:)
29,Missouri,290453,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290453,0,1,6,"Inattentive (Talking, Eating, Etc.)"
29,Missouri,290453,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290453,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
29,Missouri,290464,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290470,0,1,0,None Noted
29,Missouri,290470,0,2,0,None Noted
29,Missouri,290470,0,3,0,None Noted
29,Missouri,290470,0,4,0,None Noted
29,Missouri,290470,0,5,0,None Noted
29,Missouri,290470,0,6,0,None Noted
29,Missouri,290470,0,7,0,None Noted
29,Missouri,290470,0,8,0,None Noted
29,Missouri,290472,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290479,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290482,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290500,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290500,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290502,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290502,0,2,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290510,0,1,0,None Noted
29,Missouri,290523,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290523,0,2,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290533,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290533,0,1,21,Other (Specify:)
29,Missouri,290540,0,1,99,Reported as Unknown
29,Missouri,290566,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290566,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290566,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
29,Missouri,290593,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290593,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290593,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
29,Missouri,290606,0,1,0,None Noted
29,Missouri,290608,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290610,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290614,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290614,0,1,11,"Dash - Run, No Visual Obstruction Noted"
29,Missouri,290614,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290625,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290625,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290643,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290643,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290644,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290644,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
29,Missouri,290653,0,1,0,None Noted
29,Missouri,290654,0,1,99,Reported as Unknown
29,Missouri,290674,0,1,5,Entering/Exiting Parked or Stopped Vehicle
29,Missouri,290675,0,1,9,Wrong-Way Riding or Walking
29,Missouri,290679,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290679,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290681,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290690,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290690,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290693,0,1,0,None Noted
29,Missouri,290699,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290699,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290708,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290708,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290714,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290720,0,1,0,None Noted
29,Missouri,290721,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290728,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290728,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290741,0,1,0,None Noted
29,Missouri,290744,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290744,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
29,Missouri,290744,0,1,6,"Inattentive (Talking, Eating, Etc.)"
29,Missouri,290744,0,1,13,Failing to Have Lights on When Required
29,Missouri,290762,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290762,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290768,0,1,0,None Noted
29,Missouri,290768,0,2,0,None Noted
29,Missouri,290769,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290769,0,1,5,Entering/Exiting Parked or Stopped Vehicle
29,Missouri,290770,0,1,9,Wrong-Way Riding or Walking
29,Missouri,290770,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
29,Missouri,290771,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290771,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290775,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
29,Missouri,290777,0,1,1,Dart-Out - Visual Obstruction Noted
29,Missouri,290777,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290777,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290784,0,1,0,None Noted
29,Missouri,290794,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290794,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290797,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290797,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290802,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290802,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290815,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290815,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290818,0,1,0,None Noted
29,Missouri,290827,0,1,0,None Noted
29,Missouri,290827,0,2,0,None Noted
29,Missouri,290827,0,3,0,None Noted
29,Missouri,290830,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290833,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290833,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290834,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290846,0,1,0,None Noted
29,Missouri,290849,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290849,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290857,0,1,0,None Noted
29,Missouri,290858,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290863,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290863,0,1,9,Wrong-Way Riding or Walking
29,Missouri,290866,0,1,6,"Inattentive (Talking, Eating, Etc.)"
29,Missouri,290866,0,1,7,Improper Turn/Merge
29,Missouri,290869,0,1,9,Wrong-Way Riding or Walking
29,Missouri,290870,0,1,9,Wrong-Way Riding or Walking
29,Missouri,290871,0,1,0,None Noted
29,Missouri,290875,0,1,0,None Noted
29,Missouri,290875,0,2,0,None Noted
29,Missouri,290879,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290879,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290885,0,1,9,Wrong-Way Riding or Walking
29,Missouri,290901,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290901,0,1,6,"Inattentive (Talking, Eating, Etc.)"
29,Missouri,290901,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290905,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290905,0,1,11,"Dash - Run, No Visual Obstruction Noted"
29,Missouri,290905,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290911,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290913,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290913,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290914,0,1,0,None Noted
29,Missouri,290914,0,2,0,None Noted
29,Missouri,290917,0,1,2,Failure to Yield Right-Of-Way
29,Missouri,290917,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
29,Missouri,290919,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290922,0,1,0,None Noted
29,Missouri,290932,0,1,99,Reported as Unknown
29,Missouri,290934,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
29,Missouri,290935,0,1,13,Failing to Have Lights on When Required
30,Montana,300004,0,1,0,None Noted
30,Montana,300012,0,1,2,Failure to Yield Right-Of-Way
30,Montana,300013,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
30,Montana,300059,0,1,0,None Noted
30,Montana,300066,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
30,Montana,300066,0,2,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
30,Montana,300120,0,1,0,None Noted
30,Montana,300130,0,1,2,Failure to Yield Right-Of-Way
30,Montana,300130,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
30,Montana,300145,0,1,1,Dart-Out - Visual Obstruction Noted
30,Montana,300145,0,1,2,Failure to Yield Right-Of-Way
30,Montana,300146,0,1,0,None Noted
30,Montana,300148,0,1,0,None Noted
30,Montana,300152,0,1,6,"Inattentive (Talking, Eating, Etc.)"
30,Montana,300152,0,1,9,Wrong-Way Riding or Walking
30,Montana,300152,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
30,Montana,300155,0,1,0,None Noted
30,Montana,300155,0,2,0,None Noted
30,Montana,300159,0,1,2,Failure to Yield Right-Of-Way
30,Montana,300163,0,1,9,Wrong-Way Riding or Walking
30,Montana,300172,0,1,2,Failure to Yield Right-Of-Way
30,Montana,300172,0,1,9,Wrong-Way Riding or Walking
30,Montana,300172,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
30,Montana,300186,0,1,0,None Noted
31,Nebraska,310005,0,1,99,Reported as Unknown
31,Nebraska,310021,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
31,Nebraska,310038,0,1,99,Reported as Unknown
31,Nebraska,310060,0,1,0,None Noted
31,Nebraska,310061,0,1,0,None Noted
31,Nebraska,310061,0,2,0,None Noted
31,Nebraska,310081,0,1,2,Failure to Yield Right-Of-Way
31,Nebraska,310082,0,1,0,None Noted
31,Nebraska,310082,0,2,99,Reported as Unknown
31,Nebraska,310089,0,1,99,Reported as Unknown
31,Nebraska,310099,0,1,99,Reported as Unknown
31,Nebraska,310110,0,1,0,None Noted
31,Nebraska,310111,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
31,Nebraska,310112,0,1,99,Reported as Unknown
31,Nebraska,310127,0,1,99,Reported as Unknown
31,Nebraska,310139,0,1,9,Wrong-Way Riding or Walking
31,Nebraska,310139,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
31,Nebraska,310146,0,1,99,Reported as Unknown
31,Nebraska,310148,0,1,9,Wrong-Way Riding or Walking
31,Nebraska,310148,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
31,Nebraska,310152,0,1,0,None Noted
31,Nebraska,310159,0,1,2,Failure to Yield Right-Of-Way
31,Nebraska,310205,0,1,2,Failure to Yield Right-Of-Way
31,Nebraska,310205,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320001,0,1,99,Reported as Unknown
32,Nevada,320003,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320003,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320007,0,1,0,None Noted
32,Nevada,320010,0,1,0,None Noted
32,Nevada,320010,0,2,0,None Noted
32,Nevada,320011,0,1,0,None Noted
32,Nevada,320012,0,1,99,Reported as Unknown
32,Nevada,320013,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320013,0,1,9,Wrong-Way Riding or Walking
32,Nevada,320014,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320014,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
32,Nevada,320015,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320015,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320015,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
32,Nevada,320017,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320017,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320018,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320018,0,1,11,"Dash - Run, No Visual Obstruction Noted"
32,Nevada,320018,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320019,0,1,0,None Noted
32,Nevada,320022,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320023,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320023,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320027,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
32,Nevada,320033,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320033,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320034,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320034,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320034,0,2,2,Failure to Yield Right-Of-Way
32,Nevada,320034,0,2,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320036,0,1,9,Wrong-Way Riding or Walking
32,Nevada,320037,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
32,Nevada,320037,0,1,6,"Inattentive (Talking, Eating, Etc.)"
32,Nevada,320037,0,2,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
32,Nevada,320037,0,2,6,"Inattentive (Talking, Eating, Etc.)"
32,Nevada,320039,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320039,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
32,Nevada,320043,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320043,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
32,Nevada,320052,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
32,Nevada,320052,0,1,5,Entering/Exiting Parked or Stopped Vehicle
32,Nevada,320052,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
32,Nevada,320055,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320055,0,1,11,"Dash - Run, No Visual Obstruction Noted"
32,Nevada,320055,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320056,0,1,0,None Noted
32,Nevada,320065,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320066,0,1,0,None Noted
32,Nevada,320072,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320072,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320085,0,1,0,None Noted
32,Nevada,320092,0,1,6,"Inattentive (Talking, Eating, Etc.)"
32,Nevada,320106,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320106,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320107,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320107,0,1,9,Wrong-Way Riding or Walking
32,Nevada,320109,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320109,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320110,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320110,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320113,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
32,Nevada,320119,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320119,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320122,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320122,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320123,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320123,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320125,0,1,0,None Noted
32,Nevada,320125,0,2,0,None Noted
32,Nevada,320127,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320127,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320131,0,1,0,None Noted
32,Nevada,320131,0,2,0,None Noted
32,Nevada,320133,0,1,99,Reported as Unknown
32,Nevada,320133,0,2,99,Reported as Unknown
32,Nevada,320133,0,3,99,Reported as Unknown
32,Nevada,320134,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320134,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320136,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
32,Nevada,320136,0,1,9,Wrong-Way Riding or Walking
32,Nevada,320136,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
32,Nevada,320144,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
32,Nevada,320147,0,1,11,"Dash - Run, No Visual Obstruction Noted"
32,Nevada,320148,0,1,0,None Noted
32,Nevada,320150,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320150,0,1,11,"Dash - Run, No Visual Obstruction Noted"
32,Nevada,320151,0,1,0,None Noted
32,Nevada,320154,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320154,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320154,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
32,Nevada,320156,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320156,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
32,Nevada,320160,0,1,0,None Noted
32,Nevada,320161,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320162,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320164,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320164,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320168,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320168,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320170,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320170,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
32,Nevada,320173,0,1,0,None Noted
32,Nevada,320176,0,1,0,None Noted
32,Nevada,320179,0,1,2,Failure to Yield Right-Of-Way
32,Nevada,320181,0,1,2,Failure to Yield Right-Of-Way
